location,statedescription,sectorid,sectordescription,fueltypeid,fueltypedescription,generation,generation-units,year,month
CA,California,1,Electric Utility,OOG,other gases,0.0,thousand megawatthours,2025,11
CA,California,1,Electric Utility,ORW,other renewables,4.1048,thousand megawatthours,2025,11
CA,California,1,Electric Utility,OTH,other,-8.152,thousand megawatthours,2025,11
CA,California,1,Electric Utility,PEL,petroleum liquids,2.53503,thousand megawatthours,2025,11
CA,California,1,Electric Utility,PET,petroleum,2.53503,thousand megawatthours,2025,11
CA,California,1,Electric Utility,REN,renewable,1545.424,thousand megawatthours,2025,11
CA,California,1,Electric Utility,RFO,residual fuel oil,0.0,thousand megawatthours,2025,11
CA,California,1,Electric Utility,SPV,solar photovoltaic,24.81729,thousand megawatthours,2025,11
CA,California,1,Electric Utility,SUN,solar,24.81729,thousand megawatthours,2025,11
CA,California,1,Electric Utility,TPV,estimated total solar photovoltaic,24.81729,thousand megawatthours,2025,11
CA,California,1,Electric Utility,TSN,estimated total solar,24.81729,thousand megawatthours,2025,11
CA,California,1,Electric Utility,WAS,renewable waste products,4.2703,thousand megawatthours,2025,11
CA,California,1,Electric Utility,WND,wind,24.93992,thousand megawatthours,2025,11
CA,California,1,Electric Utility,WNT,onshore wind turbine,24.93992,thousand megawatthours,2025,11
CA,California,1,Electric Utility,WOO,waste oil and other oils,0.109,thousand megawatthours,2025,11
CO,Colorado,1,Electric Utility,ALL,all fuels,2612.48875,thousand megawatthours,2025,11
CO,Colorado,1,Electric Utility,AOR,all renewables,353.00547,thousand megawatthours,2025,11
CO,Colorado,1,Electric Utility,BIS,bituminous coal and synthetic coal,208.67714,thousand megawatthours,2025,11
CO,Colorado,1,Electric Utility,BIT,bituminous coal,208.67714,thousand megawatthours,2025,11
CO,Colorado,1,Electric Utility,COL,"coal, excluding waste coal",742.76345,thousand megawatthours,2025,11
CO,Colorado,1,Electric Utility,COW,all coal products,742.76345,thousand megawatthours,2025,11
CO,Colorado,1,Electric Utility,DFO,distillate fuel oil,,thousand megawatthours,2025,11
CO,Colorado,1,Electric Utility,DPV,estimated small scale solar photovoltaic,0.0,thousand megawatthours,2025,11
CO,Colorado,1,Electric Utility,FOS,fossil fuels,2138.94458,thousand megawatthours,2025,11
CO,Colorado,1,Electric Utility,HPS,hydro-electric pumped storage,2.853,thousand megawatthours,2025,11
CO,Colorado,1,Electric Utility,HYC,conventional hydroelectric,117.6977,thousand megawatthours,2025,11
CO,Colorado,1,Electric Utility,NG,natural gas,1393.39182,thousand megawatthours,2025,11
CO,Colorado,1,Electric Utility,NGO,natural gas & other gases,1393.39182,thousand megawatthours,2025,11
CO,Colorado,1,Electric Utility,OTH,other,-0.012,thousand megawatthours,2025,11
CO,Colorado,1,Electric Utility,PEL,petroleum liquids,,thousand megawatthours,2025,11
CO,Colorado,1,Electric Utility,PET,petroleum,,thousand megawatthours,2025,11
CO,Colorado,1,Electric Utility,REN,renewable,470.70316,thousand megawatthours,2025,11
CO,Colorado,1,Electric Utility,SPV,solar photovoltaic,,thousand megawatthours,2025,11
CO,Colorado,1,Electric Utility,SUB,subbituminous coal,534.08632,thousand megawatthours,2025,11
CO,Colorado,1,Electric Utility,SUN,solar,,thousand megawatthours,2025,11
CO,Colorado,1,Electric Utility,TPV,estimated total solar photovoltaic,,thousand megawatthours,2025,11
CO,Colorado,1,Electric Utility,TSN,estimated total solar,,thousand megawatthours,2025,11
CO,Colorado,1,Electric Utility,WND,wind,351.96218,thousand megawatthours,2025,11
CO,Colorado,1,Electric Utility,WNT,onshore wind turbine,351.96218,thousand megawatthours,2025,11
IL,Illinois,1,Electric Utility,ALL,all fuels,537.57191,thousand megawatthours,2025,11
IL,Illinois,1,Electric Utility,AOR,all renewables,36.69455,thousand megawatthours,2025,11
IL,Illinois,1,Electric Utility,BIO,biomass,7.50966,thousand megawatthours,2025,11
IL,Illinois,1,Electric Utility,BIS,bituminous coal and synthetic coal,150.60988,thousand megawatthours,2025,11
IL,Illinois,1,Electric Utility,BIT,bituminous coal,150.60988,thousand megawatthours,2025,11
IL,Illinois,1,Electric Utility,COL,"coal, excluding waste coal",150.60988,thousand megawatthours,2025,11
IL,Illinois,1,Electric Utility,COW,all coal products,150.60988,thousand megawatthours,2025,11
IL,Illinois,1,Electric Utility,DFO,distillate fuel oil,,thousand megawatthours,2025,11
IL,Illinois,1,Electric Utility,DPV,estimated small scale solar photovoltaic,0.0,thousand megawatthours,2025,11
IL,Illinois,1,Electric Utility,FOS,fossil fuels,497.70077,thousand megawatthours,2025,11
IL,Illinois,1,Electric Utility,HYC,conventional hydroelectric,,thousand megawatthours,2025,11
IL,Illinois,1,Electric Utility,LFG,landfill gas,7.50966,thousand megawatthours,2025,11
IL,Illinois,1,Electric Utility,MLG,municiapl landfill gas,7.50966,thousand megawatthours,2025,11
IL,Illinois,1,Electric Utility,NG,natural gas,346.6125,thousand megawatthours,2025,11
IL,Illinois,1,Electric Utility,NGO,natural gas & other gases,346.6125,thousand megawatthours,2025,11
IL,Illinois,1,Electric Utility,OTH,other,0.0,thousand megawatthours,2025,11
IL,Illinois,1,Electric Utility,PC,petroleum coke,0.0,thousand megawatthours,2025,11
IL,Illinois,1,Electric Utility,PEL,petroleum liquids,,thousand megawatthours,2025,11
IL,Illinois,1,Electric Utility,PET,petroleum,,thousand megawatthours,2025,11
IL,Illinois,1,Electric Utility,REN,renewable,39.87114,thousand megawatthours,2025,11
IL,Illinois,1,Electric Utility,SPV,solar photovoltaic,28.13525,thousand megawatthours,2025,11
IL,Illinois,1,Electric Utility,SUB,subbituminous coal,0.0,thousand megawatthours,2025,11
IL,Illinois,1,Electric Utility,SUN,solar,28.13525,thousand megawatthours,2025,11
IL,Illinois,1,Electric Utility,TPV,estimated total solar photovoltaic,28.13525,thousand megawatthours,2025,11
IL,Illinois,1,Electric Utility,TSN,estimated total solar,28.13525,thousand megawatthours,2025,11
IL,Illinois,1,Electric Utility,WAS,renewable waste products,7.50966,thousand megawatthours,2025,11
IL,Illinois,1,Electric Utility,WND,wind,,thousand megawatthours,2025,11
IL,Illinois,1,Electric Utility,WNT,onshore wind turbine,1.04964,thousand megawatthours,2025,11
IL,Illinois,1,Electric Utility,WOO,waste oil and other oils,0.009,thousand megawatthours,2025,11
NY,New York,1,Electric Utility,ALL,all fuels,2702.30854,thousand megawatthours,2025,11
NY,New York,1,Electric Utility,BIS,bituminous coal and synthetic coal,0.0,thousand megawatthours,2025,11
NY,New York,1,Electric Utility,BIT,bituminous coal,0.0,thousand megawatthours,2025,11
NY,New York,1,Electric Utility,COL,"coal, excluding waste coal",0.0,thousand megawatthours,2025,11
NY,New York,1,Electric Utility,COW,all coal products,0.0,thousand megawatthours,2025,11
NY,New York,1,Electric Utility,DFO,distillate fuel oil,7.25169,thousand megawatthours,2025,11
NY,New York,1,Electric Utility,DPV,estimated small scale solar photovoltaic,0.0,thousand megawatthours,2025,11
NY,New York,1,Electric Utility,FOS,fossil fuels,926.41423,thousand megawatthours,2025,11
NY,New York,1,Electric Utility,HPS,hydro-electric pumped storage,-32.988,thousand megawatthours,2025,11
NY,New York,1,Electric Utility,HYC,conventional hydroelectric,1808.88231,thousand megawatthours,2025,11
NY,New York,1,Electric Utility,NG,natural gas,914.38472,thousand megawatthours,2025,11
NY,New York,1,Electric Utility,NGO,natural gas & other gases,914.38472,thousand megawatthours,2025,11
NY,New York,1,Electric Utility,OTH,other,0.0,thousand megawatthours,2025,11
NY,New York,1,Electric Utility,PEL,petroleum liquids,12.02952,thousand megawatthours,2025,11
NY,New York,1,Electric Utility,PET,petroleum,12.02952,thousand megawatthours,2025,11
NY,New York,1,Electric Utility,REN,renewable,1808.88231,thousand megawatthours,2025,11
NY,New York,1,Electric Utility,RFO,residual fuel oil,1.23632,thousand megawatthours,2025,11
NY,New York,1,Electric Utility,TPV,estimated total solar photovoltaic,0.0,thousand megawatthours,2025,11
NY,New York,1,Electric Utility,TSN,estimated total solar,0.0,thousand megawatthours,2025,11
NY,New York,1,Electric Utility,WOO,waste oil and other oils,,thousand megawatthours,2025,11
TX,Texas,1,Electric Utility,ALL,all fuels,5470.88953,thousand megawatthours,2025,11
TX,Texas,1,Electric Utility,AOR,all renewables,284.91769,thousand megawatthours,2025,11
TX,Texas,1,Electric Utility,BIO,biomass,13.937,thousand megawatthours,2025,11
TX,Texas,1,Electric Utility,COL,"coal, excluding waste coal",1344.91622,thousand megawatthours,2025,11
TX,Texas,1,Electric Utility,COW,all coal products,1344.91622,thousand megawatthours,2025,11
TX,Texas,1,Electric Utility,DFO,distillate fuel oil,2.03645,thousand megawatthours,2025,11
TX,Texas,1,Electric Utility,DPV,estimated small scale solar photovoltaic,0.0,thousand megawatthours,2025,11
TX,Texas,1,Electric Utility,FOS,fossil fuels,5109.73038,thousand megawatthours,2025,11
TX,Texas,1,Electric Utility,HYC,conventional hydroelectric,76.30347,thousand megawatthours,2025,11
TX,Texas,1,Electric Utility,LIG,lignite coal,0.0,thousand megawatthours,2025,11
TX,Texas,1,Electric Utility,NG,natural gas,3762.7777,thousand megawatthours,2025,11
TX,Texas,1,Electric Utility,NGO,natural gas & other gases,3762.7777,thousand megawatthours,2025,11
TX,Texas,1,Electric Utility,OB2,biomass,0.0,thousand megawatthours,2025,11
TX,Texas,1,Electric Utility,OBW,biomass,0.0,thousand megawatthours,2025,11
TX,Texas,1,Electric Utility,ORW,other renewables,0.0,thousand megawatthours,2025,11
TX,Texas,1,Electric Utility,OTH,other,-0.062,thousand megawatthours,2025,11
TX,Texas,1,Electric Utility,PEL,petroleum liquids,2.03645,thousand megawatthours,2025,11
TX,Texas,1,Electric Utility,PET,petroleum,2.03645,thousand megawatthours,2025,11
TX,Texas,1,Electric Utility,RC,refined coal,0.0,thousand megawatthours,2025,11
TX,Texas,1,Electric Utility,REN,renewable,361.22115,thousand megawatthours,2025,11
TX,Texas,1,Electric Utility,RFO,residual fuel oil,0.0,thousand megawatthours,2025,11
TX,Texas,1,Electric Utility,SPV,solar photovoltaic,29.61453,thousand megawatthours,2025,11
TX,Texas,1,Electric Utility,SUB,subbituminous coal,1344.91622,thousand megawatthours,2025,11
TX,Texas,1,Electric Utility,SUN,solar,29.61453,thousand megawatthours,2025,11
TX,Texas,1,Electric Utility,TPV,estimated total solar photovoltaic,29.61453,thousand megawatthours,2025,11
TX,Texas,1,Electric Utility,TSN,estimated total solar,29.61453,thousand megawatthours,2025,11
TX,Texas,1,Electric Utility,WAS,renewable waste products,0.0,thousand megawatthours,2025,11
TX,Texas,1,Electric Utility,WND,wind,241.36616,thousand megawatthours,2025,11
TX,Texas,1,Electric Utility,WNT,onshore wind turbine,241.36616,thousand megawatthours,2025,11
TX,Texas,1,Electric Utility,WOO,waste oil and other oils,0.0,thousand megawatthours,2025,11
TX,Texas,1,Electric Utility,WWW,wood and wood wastes,13.937,thousand megawatthours,2025,11
CA,California,1,Electric Utility,ALL,all fuels,4402.01876,thousand megawatthours,2025,10
CA,California,1,Electric Utility,AOR,all renewables,126.04342,thousand megawatthours,2025,10
CA,California,1,Electric Utility,BIO,biomass,,thousand megawatthours,2025,10
CA,California,1,Electric Utility,DFO,distillate fuel oil,2.53565,thousand megawatthours,2025,10
CA,California,1,Electric Utility,DPV,estimated small scale solar photovoltaic,0.0,thousand megawatthours,2025,10
CA,California,1,Electric Utility,FOS,fossil fuels,1771.69035,thousand megawatthours,2025,10
CA,California,1,Electric Utility,GEO,geothermal,56.892,thousand megawatthours,2025,10
CA,California,1,Electric Utility,HPS,hydro-electric pumped storage,-15.316,thousand megawatthours,2025,10
CA,California,1,Electric Utility,HYC,conventional hydroelectric,1580.82299,thousand megawatthours,2025,10
CA,California,1,Electric Utility,LFG,landfill gas,,thousand megawatthours,2025,10
CA,California,1,Electric Utility,MLG,municiapl landfill gas,,thousand megawatthours,2025,10
CA,California,1,Electric Utility,NG,natural gas,1769.0147,thousand megawatthours,2025,10
CA,California,1,Electric Utility,NGO,natural gas & other gases,1769.0147,thousand megawatthours,2025,10
CA,California,1,Electric Utility,NUC,nuclear,946.987,thousand megawatthours,2025,10
CA,California,1,Electric Utility,OB2,biomass,,thousand megawatthours,2025,10
CA,California,1,Electric Utility,OBW,biomass,,thousand megawatthours,2025,10
CA,California,1,Electric Utility,OOG,other gases,0.0,thousand megawatthours,2025,10
CA,California,1,Electric Utility,ORW,other renewables,,thousand megawatthours,2025,10
CA,California,1,Electric Utility,OTH,other,-8.209,thousand megawatthours,2025,10
CA,California,1,Electric Utility,PEL,petroleum liquids,2.67565,thousand megawatthours,2025,10
CA,California,1,Electric Utility,PET,petroleum,2.67565,thousand megawatthours,2025,10
CA,California,1,Electric Utility,REN,renewable,1706.86641,thousand megawatthours,2025,10
CA,California,1,Electric Utility,RFO,residual fuel oil,0.0,thousand megawatthours,2025,10
CA,California,1,Electric Utility,SPV,solar photovoltaic,30.0744,thousand megawatthours,2025,10
CA,California,1,Electric Utility,SUN,solar,30.0744,thousand megawatthours,2025,10
CA,California,1,Electric Utility,TPV,estimated total solar photovoltaic,30.0744,thousand megawatthours,2025,10
CA,California,1,Electric Utility,TSN,estimated total solar,30.0744,thousand megawatthours,2025,10
CA,California,1,Electric Utility,WAS,renewable waste products,,thousand megawatthours,2025,10
CA,California,1,Electric Utility,WND,wind,38.13309,thousand megawatthours,2025,10
CA,California,1,Electric Utility,WNT,onshore wind turbine,38.13309,thousand megawatthours,2025,10
CA,California,1,Electric Utility,WOO,waste oil and other oils,0.14,thousand megawatthours,2025,10
CO,Colorado,1,Electric Utility,ALL,all fuels,2443.96592,thousand megawatthours,2025,10
CO,Colorado,1,Electric Utility,AOR,all renewables,390.74761,thousand megawatthours,2025,10
CO,Colorado,1,Electric Utility,BIS,bituminous coal and synthetic coal,212.69256,thousand megawatthours,2025,10
CO,Colorado,1,Electric Utility,BIT,bituminous coal,212.69256,thousand megawatthours,2025,10
CO,Colorado,1,Electric Utility,COL,"coal, excluding waste coal",762.8514,thousand megawatthours,2025,10
CO,Colorado,1,Electric Utility,COW,all coal products,762.8514,thousand megawatthours,2025,10
CO,Colorado,1,Electric Utility,DFO,distillate fuel oil,,thousand megawatthours,2025,10
CO,Colorado,1,Electric Utility,DPV,estimated small scale solar photovoltaic,0.0,thousand megawatthours,2025,10
CO,Colorado,1,Electric Utility,FOS,fossil fuels,1963.30424,thousand megawatthours,2025,10
CO,Colorado,1,Electric Utility,HPS,hydro-electric pumped storage,-4.517,thousand megawatthours,2025,10
CO,Colorado,1,Electric Utility,HYC,conventional hydroelectric,94.43908,thousand megawatthours,2025,10
CO,Colorado,1,Electric Utility,NG,natural gas,1198.63339,thousand megawatthours,2025,10
CO,Colorado,1,Electric Utility,NGO,natural gas & other gases,1198.63339,thousand megawatthours,2025,10
CO,Colorado,1,Electric Utility,OTH,other,-0.008,thousand megawatthours,2025,10
CO,Colorado,1,Electric Utility,PEL,petroleum liquids,,thousand megawatthours,2025,10
CO,Colorado,1,Electric Utility,PET,petroleum,,thousand megawatthours,2025,10
CO,Colorado,1,Electric Utility,REN,renewable,485.18669,thousand megawatthours,2025,10
CO,Colorado,1,Electric Utility,SPV,solar photovoltaic,,thousand megawatthours,2025,10
CO,Colorado,1,Electric Utility,SUB,subbituminous coal,550.15884,thousand megawatthours,2025,10
CO,Colorado,1,Electric Utility,SUN,solar,,thousand megawatthours,2025,10
CO,Colorado,1,Electric Utility,TPV,estimated total solar photovoltaic,,thousand megawatthours,2025,10
CO,Colorado,1,Electric Utility,TSN,estimated total solar,,thousand megawatthours,2025,10
CO,Colorado,1,Electric Utility,WND,wind,389.36587,thousand megawatthours,2025,10
CO,Colorado,1,Electric Utility,WNT,onshore wind turbine,389.36587,thousand megawatthours,2025,10
IL,Illinois,1,Electric Utility,ALL,all fuels,634.32074,thousand megawatthours,2025,10
IL,Illinois,1,Electric Utility,AOR,all renewables,49.49654,thousand megawatthours,2025,10
IL,Illinois,1,Electric Utility,BIO,biomass,6.16292,thousand megawatthours,2025,10
IL,Illinois,1,Electric Utility,BIS,bituminous coal and synthetic coal,48.55537,thousand megawatthours,2025,10
IL,Illinois,1,Electric Utility,BIT,bituminous coal,48.55537,thousand megawatthours,2025,10
IL,Illinois,1,Electric Utility,COL,"coal, excluding waste coal",48.55537,thousand megawatthours,2025,10
IL,Illinois,1,Electric Utility,COW,all coal products,48.55537,thousand megawatthours,2025,10
IL,Illinois,1,Electric Utility,DFO,distillate fuel oil,0.59267,thousand megawatthours,2025,10
IL,Illinois,1,Electric Utility,DPV,estimated small scale solar photovoltaic,0.0,thousand megawatthours,2025,10
IL,Illinois,1,Electric Utility,FOS,fossil fuels,581.29262,thousand megawatthours,2025,10
IL,Illinois,1,Electric Utility,HYC,conventional hydroelectric,,thousand megawatthours,2025,10
IL,Illinois,1,Electric Utility,LFG,landfill gas,6.16292,thousand megawatthours,2025,10
IL,Illinois,1,Electric Utility,MLG,municiapl landfill gas,6.16292,thousand megawatthours,2025,10
IL,Illinois,1,Electric Utility,NG,natural gas,532.14457,thousand megawatthours,2025,10
IL,Illinois,1,Electric Utility,NGO,natural gas & other gases,532.14457,thousand megawatthours,2025,10
IL,Illinois,1,Electric Utility,OTH,other,0.0,thousand megawatthours,2025,10
IL,Illinois,1,Electric Utility,PC,petroleum coke,0.0,thousand megawatthours,2025,10
IL,Illinois,1,Electric Utility,PEL,petroleum liquids,0.59267,thousand megawatthours,2025,10
IL,Illinois,1,Electric Utility,PET,petroleum,0.59267,thousand megawatthours,2025,10
IL,Illinois,1,Electric Utility,REN,renewable,53.02812,thousand megawatthours,2025,10
IL,Illinois,1,Electric Utility,SPV,solar photovoltaic,42.64219,thousand megawatthours,2025,10
IL,Illinois,1,Electric Utility,SUB,subbituminous coal,0.0,thousand megawatthours,2025,10
IL,Illinois,1,Electric Utility,SUN,solar,42.64219,thousand megawatthours,2025,10
IL,Illinois,1,Electric Utility,TPV,estimated total solar photovoltaic,42.64219,thousand megawatthours,2025,10
IL,Illinois,1,Electric Utility,TSN,estimated total solar,42.64219,thousand megawatthours,2025,10
IL,Illinois,1,Electric Utility,WAS,renewable waste products,6.16292,thousand megawatthours,2025,10
IL,Illinois,1,Electric Utility,WND,wind,0.69143,thousand megawatthours,2025,10
IL,Illinois,1,Electric Utility,WNT,onshore wind turbine,0.69143,thousand megawatthours,2025,10
IL,Illinois,1,Electric Utility,WOO,waste oil and other oils,0.0,thousand megawatthours,2025,10
NY,New York,1,Electric Utility,ALL,all fuels,2562.31701,thousand megawatthours,2025,10
NY,New York,1,Electric Utility,BIS,bituminous coal and synthetic coal,0.0,thousand megawatthours,2025,10
NY,New York,1,Electric Utility,BIT,bituminous coal,0.0,thousand megawatthours,2025,10
NY,New York,1,Electric Utility,COL,"coal, excluding waste coal",0.0,thousand megawatthours,2025,10
NY,New York,1,Electric Utility,COW,all coal products,0.0,thousand megawatthours,2025,10
NY,New York,1,Electric Utility,DFO,distillate fuel oil,2.8283,thousand megawatthours,2025,10
NY,New York,1,Electric Utility,DPV,estimated small scale solar photovoltaic,0.0,thousand megawatthours,2025,10
NY,New York,1,Electric Utility,FOS,fossil fuels,943.07032,thousand megawatthours,2025,10
NY,New York,1,Electric Utility,HPS,hydro-electric pumped storage,-44.094,thousand megawatthours,2025,10
NY,New York,1,Electric Utility,HYC,conventional hydroelectric,1663.34069,thousand megawatthours,2025,10
NY,New York,1,Electric Utility,NG,natural gas,938.8057,thousand megawatthours,2025,10
NY,New York,1,Electric Utility,NGO,natural gas & other gases,938.8057,thousand megawatthours,2025,10
NY,New York,1,Electric Utility,OTH,other,0.0,thousand megawatthours,2025,10
NY,New York,1,Electric Utility,PEL,petroleum liquids,4.26462,thousand megawatthours,2025,10
NY,New York,1,Electric Utility,PET,petroleum,4.26462,thousand megawatthours,2025,10
NY,New York,1,Electric Utility,REN,renewable,1663.34069,thousand megawatthours,2025,10
NY,New York,1,Electric Utility,RFO,residual fuel oil,0.0,thousand megawatthours,2025,10
NY,New York,1,Electric Utility,TPV,estimated total solar photovoltaic,0.0,thousand megawatthours,2025,10
NY,New York,1,Electric Utility,TSN,estimated total solar,0.0,thousand megawatthours,2025,10
NY,New York,1,Electric Utility,WOO,waste oil and other oils,,thousand megawatthours,2025,10
TX,Texas,1,Electric Utility,ALL,all fuels,7910.65479,thousand megawatthours,2025,10
TX,Texas,1,Electric Utility,AOR,all renewables,303.13223,thousand megawatthours,2025,10
TX,Texas,1,Electric Utility,BIO,biomass,26.96,thousand megawatthours,2025,10
TX,Texas,1,Electric Utility,COL,"coal, excluding waste coal",1882.00953,thousand megawatthours,2025,10
TX,Texas,1,Electric Utility,COW,all coal products,1882.00953,thousand megawatthours,2025,10
TX,Texas,1,Electric Utility,DFO,distillate fuel oil,3.87871,thousand megawatthours,2025,10
TX,Texas,1,Electric Utility,DPV,estimated small scale solar photovoltaic,0.0,thousand megawatthours,2025,10
TX,Texas,1,Electric Utility,FOS,fossil fuels,7529.98722,thousand megawatthours,2025,10
TX,Texas,1,Electric Utility,HYC,conventional hydroelectric,77.62534,thousand megawatthours,2025,10
TX,Texas,1,Electric Utility,LIG,lignite coal,133.57622,thousand megawatthours,2025,10
TX,Texas,1,Electric Utility,NG,natural gas,5644.09898,thousand megawatthours,2025,10
TX,Texas,1,Electric Utility,NGO,natural gas & other gases,5644.09898,thousand megawatthours,2025,10
TX,Texas,1,Electric Utility,OB2,biomass,0.0,thousand megawatthours,2025,10
TX,Texas,1,Electric Utility,OBW,biomass,0.0,thousand megawatthours,2025,10
TX,Texas,1,Electric Utility,ORW,other renewables,0.0,thousand megawatthours,2025,10
TX,Texas,1,Electric Utility,OTH,other,-0.09,thousand megawatthours,2025,10
TX,Texas,1,Electric Utility,PEL,petroleum liquids,3.87871,thousand megawatthours,2025,10
TX,Texas,1,Electric Utility,PET,petroleum,3.87871,thousand megawatthours,2025,10
TX,Texas,1,Electric Utility,RC,refined coal,0.0,thousand megawatthours,2025,10
TX,Texas,1,Electric Utility,REN,renewable,380.75757,thousand megawatthours,2025,10
TX,Texas,1,Electric Utility,RFO,residual fuel oil,0.0,thousand megawatthours,2025,10
TX,Texas,1,Electric Utility,SPV,solar photovoltaic,25.14386,thousand megawatthours,2025,10
TX,Texas,1,Electric Utility,SUB,subbituminous coal,1748.43331,thousand megawatthours,2025,10
TX,Texas,1,Electric Utility,SUN,solar,25.14386,thousand megawatthours,2025,10
TX,Texas,1,Electric Utility,TPV,estimated total solar photovoltaic,25.14386,thousand megawatthours,2025,10
TX,Texas,1,Electric Utility,TSN,estimated total solar,25.14386,thousand megawatthours,2025,10
TX,Texas,1,Electric Utility,WAS,renewable waste products,0.0,thousand megawatthours,2025,10
TX,Texas,1,Electric Utility,WND,wind,251.02837,thousand megawatthours,2025,10
TX,Texas,1,Electric Utility,WNT,onshore wind turbine,251.02837,thousand megawatthours,2025,10
TX,Texas,1,Electric Utility,WOO,waste oil and other oils,0.0,thousand megawatthours,2025,10
TX,Texas,1,Electric Utility,WWW,wood and wood wastes,26.96,thousand megawatthours,2025,10
CA,California,1,Electric Utility,ALL,all fuels,6705.30468,thousand megawatthours,2025,9
CA,California,1,Electric Utility,AOR,all renewables,165.96578,thousand megawatthours,2025,9
CA,California,1,Electric Utility,BIO,biomass,1.38975,thousand megawatthours,2025,9
CA,California,1,Electric Utility,DFO,distillate fuel oil,2.66134,thousand megawatthours,2025,9
CA,California,1,Electric Utility,DPV,estimated small scale solar photovoltaic,0.0,thousand megawatthours,2025,9
CA,California,1,Electric Utility,FOS,fossil fuels,2878.38699,thousand megawatthours,2025,9
CA,California,1,Electric Utility,GEO,geothermal,54.542,thousand megawatthours,2025,9
CA,California,1,Electric Utility,HPS,hydro-electric pumped storage,64.009,thousand megawatthours,2025,9
CA,California,1,Electric Utility,HYC,conventional hydroelectric,1979.31391,thousand megawatthours,2025,9
CA,California,1,Electric Utility,LFG,landfill gas,,thousand megawatthours,2025,9
CA,California,1,Electric Utility,MLG,municiapl landfill gas,,thousand megawatthours,2025,9
CA,California,1,Electric Utility,NG,natural gas,2875.61465,thousand megawatthours,2025,9
CA,California,1,Electric Utility,NGO,natural gas & other gases,2875.61465,thousand megawatthours,2025,9
CA,California,1,Electric Utility,NUC,nuclear,1625.613,thousand megawatthours,2025,9
CA,California,1,Electric Utility,OB2,biomass,1.22867,thousand megawatthours,2025,9
CA,California,1,Electric Utility,OBW,biomass,1.22867,thousand megawatthours,2025,9
CA,California,1,Electric Utility,OOG,other gases,0.0,thousand megawatthours,2025,9
CA,California,1,Electric Utility,ORW,other renewables,1.22867,thousand megawatthours,2025,9
CA,California,1,Electric Utility,OTH,other,-7.984,thousand megawatthours,2025,9
CA,California,1,Electric Utility,PEL,petroleum liquids,2.77234,thousand megawatthours,2025,9
CA,California,1,Electric Utility,PET,petroleum,2.77234,thousand megawatthours,2025,9
CA,California,1,Electric Utility,REN,renewable,2145.27969,thousand megawatthours,2025,9
CA,California,1,Electric Utility,RFO,residual fuel oil,0.0,thousand megawatthours,2025,9
CA,California,1,Electric Utility,SPV,solar photovoltaic,36.04549,thousand megawatthours,2025,9
CA,California,1,Electric Utility,SUN,solar,36.04549,thousand megawatthours,2025,9
CA,California,1,Electric Utility,TPV,estimated total solar photovoltaic,36.04549,thousand megawatthours,2025,9
CA,California,1,Electric Utility,TSN,estimated total solar,36.04549,thousand megawatthours,2025,9
CA,California,1,Electric Utility,WAS,renewable waste products,1.38975,thousand megawatthours,2025,9
CA,California,1,Electric Utility,WND,wind,73.98854,thousand megawatthours,2025,9
CA,California,1,Electric Utility,WNT,onshore wind turbine,73.98854,thousand megawatthours,2025,9
CA,California,1,Electric Utility,WOO,waste oil and other oils,0.111,thousand megawatthours,2025,9
CO,Colorado,1,Electric Utility,ALL,all fuels,2768.09415,thousand megawatthours,2025,9
CO,Colorado,1,Electric Utility,AOR,all renewables,298.2185,thousand megawatthours,2025,9
CO,Colorado,1,Electric Utility,BIS,bituminous coal and synthetic coal,202.51844,thousand megawatthours,2025,9
CO,Colorado,1,Electric Utility,BIT,bituminous coal,202.51844,thousand megawatthours,2025,9
CO,Colorado,1,Electric Utility,COL,"coal, excluding waste coal",877.59451,thousand megawatthours,2025,9
CO,Colorado,1,Electric Utility,COW,all coal products,877.59451,thousand megawatthours,2025,9
CO,Colorado,1,Electric Utility,DFO,distillate fuel oil,,thousand megawatthours,2025,9
CO,Colorado,1,Electric Utility,DPV,estimated small scale solar photovoltaic,0.0,thousand megawatthours,2025,9
CO,Colorado,1,Electric Utility,FOS,fossil fuels,2366.62033,thousand megawatthours,2025,9
CO,Colorado,1,Electric Utility,HPS,hydro-electric pumped storage,3.214,thousand megawatthours,2025,9
CO,Colorado,1,Electric Utility,HYC,conventional hydroelectric,100.04631,thousand megawatthours,2025,9
CO,Colorado,1,Electric Utility,NG,natural gas,1487.06122,thousand megawatthours,2025,9
CO,Colorado,1,Electric Utility,NGO,natural gas & other gases,1487.06122,thousand megawatthours,2025,9
CO,Colorado,1,Electric Utility,OTH,other,-0.005,thousand megawatthours,2025,9
CO,Colorado,1,Electric Utility,PEL,petroleum liquids,,thousand megawatthours,2025,9
CO,Colorado,1,Electric Utility,PET,petroleum,,thousand megawatthours,2025,9
CO,Colorado,1,Electric Utility,REN,renewable,398.26481,thousand megawatthours,2025,9
CO,Colorado,1,Electric Utility,SPV,solar photovoltaic,,thousand megawatthours,2025,9
CO,Colorado,1,Electric Utility,SUB,subbituminous coal,675.07607,thousand megawatthours,2025,9
CO,Colorado,1,Electric Utility,SUN,solar,,thousand megawatthours,2025,9
CO,Colorado,1,Electric Utility,TPV,estimated total solar photovoltaic,,thousand megawatthours,2025,9
CO,Colorado,1,Electric Utility,TSN,estimated total solar,,thousand megawatthours,2025,9
