stateid,statedescription,sectorid,sectorname,price,sales,price-units,sales-units,year,month
CO,Colorado,RES,residential,13.77,1386.60129,cents per kilowatt-hour,million kilowatt hours,2021,11
IL,Illinois,COM,commercial,10.36,3616.66329,cents per kilowatt-hour,million kilowatt hours,2021,11
IL,Illinois,IND,industrial,8.04,3440.161,cents per kilowatt-hour,million kilowatt hours,2021,11
IL,Illinois,RES,residential,14.33,3251.76273,cents per kilowatt-hour,million kilowatt hours,2021,11
NY,New York,COM,commercial,15.7,5503.13445,cents per kilowatt-hour,million kilowatt hours,2021,11
NY,New York,IND,industrial,6.65,1396.58585,cents per kilowatt-hour,million kilowatt hours,2021,11
NY,New York,RES,residential,20.09,3577.61279,cents per kilowatt-hour,million kilowatt hours,2021,11
TX,Texas,COM,commercial,8.37,11593.62319,cents per kilowatt-hour,million kilowatt hours,2021,11
TX,Texas,IND,industrial,6.06,11130.23875,cents per kilowatt-hour,million kilowatt hours,2021,11
TX,Texas,RES,residential,12.78,9391.56967,cents per kilowatt-hour,million kilowatt hours,2021,11
CA,California,COM,commercial,20.25,10165.57786,cents per kilowatt-hour,million kilowatt hours,2021,10
CA,California,IND,industrial,15.88,4221.4138,cents per kilowatt-hour,million kilowatt hours,2021,10
CA,California,RES,residential,22.02,6193.68161,cents per kilowatt-hour,million kilowatt hours,2021,10
CO,Colorado,COM,commercial,10.9,1705.67154,cents per kilowatt-hour,million kilowatt hours,2021,10
CO,Colorado,IND,industrial,8.15,1259.63121,cents per kilowatt-hour,million kilowatt hours,2021,10
CO,Colorado,RES,residential,13.73,1435.97372,cents per kilowatt-hour,million kilowatt hours,2021,10
IL,Illinois,COM,commercial,10.38,3779.85567,cents per kilowatt-hour,million kilowatt hours,2021,10
IL,Illinois,IND,industrial,7.84,3431.79467,cents per kilowatt-hour,million kilowatt hours,2021,10
IL,Illinois,RES,residential,13.98,3163.84329,cents per kilowatt-hour,million kilowatt hours,2021,10
NY,New York,COM,commercial,17.12,5722.21597,cents per kilowatt-hour,million kilowatt hours,2021,10
NY,New York,IND,industrial,6.76,1363.39352,cents per kilowatt-hour,million kilowatt hours,2021,10
NY,New York,RES,residential,20.66,3707.8363,cents per kilowatt-hour,million kilowatt hours,2021,10
TX,Texas,COM,commercial,8.08,13272.87318,cents per kilowatt-hour,million kilowatt hours,2021,10
TX,Texas,IND,industrial,6.1,12011.86243,cents per kilowatt-hour,million kilowatt hours,2021,10
TX,Texas,RES,residential,12.54,12235.32234,cents per kilowatt-hour,million kilowatt hours,2021,10
CA,California,COM,commercial,21.79,10005.47064,cents per kilowatt-hour,million kilowatt hours,2021,9
CA,California,IND,industrial,16.81,4503.47445,cents per kilowatt-hour,million kilowatt hours,2021,9
CA,California,RES,residential,23.49,9038.22576,cents per kilowatt-hour,million kilowatt hours,2021,9
CO,Colorado,COM,commercial,11.43,1820.45741,cents per kilowatt-hour,million kilowatt hours,2021,9
CO,Colorado,IND,industrial,8.31,1288.7996,cents per kilowatt-hour,million kilowatt hours,2021,9
CO,Colorado,RES,residential,13.82,1803.4111,cents per kilowatt-hour,million kilowatt hours,2021,9
IL,Illinois,COM,commercial,9.8,4099.63945,cents per kilowatt-hour,million kilowatt hours,2021,9
IL,Illinois,IND,industrial,7.4,3539.90321,cents per kilowatt-hour,million kilowatt hours,2021,9
IL,Illinois,RES,residential,13.02,3833.76,cents per kilowatt-hour,million kilowatt hours,2021,9
NY,New York,COM,commercial,17.77,6356.47915,cents per kilowatt-hour,million kilowatt hours,2021,9
NY,New York,IND,industrial,6.7,1495.01873,cents per kilowatt-hour,million kilowatt hours,2021,9
NY,New York,RES,residential,20.5,4932.4376,cents per kilowatt-hour,million kilowatt hours,2021,9
TX,Texas,COM,commercial,8.09,14163.87125,cents per kilowatt-hour,million kilowatt hours,2021,9
TX,Texas,IND,industrial,5.97,12107.85142,cents per kilowatt-hour,million kilowatt hours,2021,9
TX,Texas,RES,residential,12.26,16581.73689,cents per kilowatt-hour,million kilowatt hours,2021,9
CA,California,COM,commercial,21.31,10976.9092,cents per kilowatt-hour,million kilowatt hours,2021,8
CA,California,IND,industrial,16.7,4686.77639,cents per kilowatt-hour,million kilowatt hours,2021,8
CA,California,RES,residential,23.39,10279.14937,cents per kilowatt-hour,million kilowatt hours,2021,8
CO,Colorado,COM,commercial,11.59,1996.71772,cents per kilowatt-hour,million kilowatt hours,2021,8
CO,Colorado,IND,industrial,8.54,1355.41228,cents per kilowatt-hour,million kilowatt hours,2021,8
CO,Colorado,RES,residential,13.5,2250.16412,cents per kilowatt-hour,million kilowatt hours,2021,8
IL,Illinois,COM,commercial,9.53,4607.54006,cents per kilowatt-hour,million kilowatt hours,2021,8
IL,Illinois,IND,industrial,7.23,3713.09444,cents per kilowatt-hour,million kilowatt hours,2021,8
IL,Illinois,RES,residential,12.85,5600.97551,cents per kilowatt-hour,million kilowatt hours,2021,8
NY,New York,COM,commercial,17.54,6665.7127,cents per kilowatt-hour,million kilowatt hours,2021,8
NY,New York,IND,industrial,6.55,1463.93646,cents per kilowatt-hour,million kilowatt hours,2021,8
NY,New York,RES,residential,19.97,5659.41623,cents per kilowatt-hour,million kilowatt hours,2021,8
TX,Texas,COM,commercial,7.98,14450.62632,cents per kilowatt-hour,million kilowatt hours,2021,8
TX,Texas,IND,industrial,5.81,12121.41773,cents per kilowatt-hour,million kilowatt hours,2021,8
TX,Texas,RES,residential,11.94,18079.31742,cents per kilowatt-hour,million kilowatt hours,2021,8
CA,California,COM,commercial,20.93,10664.72455,cents per kilowatt-hour,million kilowatt hours,2021,7
CA,California,IND,industrial,17.01,4580.32128,cents per kilowatt-hour,million kilowatt hours,2021,7
CA,California,RES,residential,22.49,10773.1155,cents per kilowatt-hour,million kilowatt hours,2021,7
CO,Colorado,COM,commercial,11.72,1996.66307,cents per kilowatt-hour,million kilowatt hours,2021,7
CO,Colorado,IND,industrial,8.54,1388.45093,cents per kilowatt-hour,million kilowatt hours,2021,7
CO,Colorado,RES,residential,13.39,2232.66445,cents per kilowatt-hour,million kilowatt hours,2021,7
IL,Illinois,COM,commercial,9.4,4386.61912,cents per kilowatt-hour,million kilowatt hours,2021,7
IL,Illinois,IND,industrial,7.04,3764.63615,cents per kilowatt-hour,million kilowatt hours,2021,7
IL,Illinois,RES,residential,12.68,5064.65762,cents per kilowatt-hour,million kilowatt hours,2021,7
NY,New York,COM,commercial,17.34,6702.69798,cents per kilowatt-hour,million kilowatt hours,2021,7
NY,New York,IND,industrial,6.67,1501.71452,cents per kilowatt-hour,million kilowatt hours,2021,7
NY,New York,RES,residential,19.64,5512.32175,cents per kilowatt-hour,million kilowatt hours,2021,7
TX,Texas,COM,commercial,7.97,14321.93145,cents per kilowatt-hour,million kilowatt hours,2021,7
TX,Texas,IND,industrial,5.13,12744.76814,cents per kilowatt-hour,million kilowatt hours,2021,7
TX,Texas,RES,residential,11.73,17237.46788,cents per kilowatt-hour,million kilowatt hours,2021,7
CA,California,COM,commercial,20.28,10043.76221,cents per kilowatt-hour,million kilowatt hours,2021,6
CA,California,IND,industrial,15.37,4750.50039,cents per kilowatt-hour,million kilowatt hours,2021,6
CA,California,RES,residential,23.13,7549.11498,cents per kilowatt-hour,million kilowatt hours,2021,6
CO,Colorado,COM,commercial,11.63,1795.71629,cents per kilowatt-hour,million kilowatt hours,2021,6
CO,Colorado,IND,industrial,8.31,1238.94262,cents per kilowatt-hour,million kilowatt hours,2021,6
CO,Colorado,RES,residential,13.07,1934.62557,cents per kilowatt-hour,million kilowatt hours,2021,6
IL,Illinois,COM,commercial,9.4,4148.62376,cents per kilowatt-hour,million kilowatt hours,2021,6
IL,Illinois,IND,industrial,7.12,3568.53443,cents per kilowatt-hour,million kilowatt hours,2021,6
IL,Illinois,RES,residential,12.83,4693.57222,cents per kilowatt-hour,million kilowatt hours,2021,6
NY,New York,COM,commercial,17.1,5937.10066,cents per kilowatt-hour,million kilowatt hours,2021,6
NY,New York,IND,industrial,6.43,1440.24169,cents per kilowatt-hour,million kilowatt hours,2021,6
NY,New York,RES,residential,19.6,4502.46344,cents per kilowatt-hour,million kilowatt hours,2021,6
TX,Texas,COM,commercial,7.52,13560.30222,cents per kilowatt-hour,million kilowatt hours,2021,6
TX,Texas,IND,industrial,5.23,11152.34415,cents per kilowatt-hour,million kilowatt hours,2021,6
TX,Texas,RES,residential,12.04,14379.21688,cents per kilowatt-hour,million kilowatt hours,2021,6
CA,California,COM,commercial,17.76,7939.1792,cents per kilowatt-hour,million kilowatt hours,2021,5
CA,California,IND,industrial,13.69,4075.10023,cents per kilowatt-hour,million kilowatt hours,2021,5
CA,California,RES,residential,22.74,6543.27856,cents per kilowatt-hour,million kilowatt hours,2021,5
CO,Colorado,COM,commercial,10.45,1669.41931,cents per kilowatt-hour,million kilowatt hours,2021,5
CO,Colorado,IND,industrial,7.8,1260.47946,cents per kilowatt-hour,million kilowatt hours,2021,5
CO,Colorado,RES,residential,12.53,1489.61668,cents per kilowatt-hour,million kilowatt hours,2021,5
IL,Illinois,COM,commercial,9.67,3620.01949,cents per kilowatt-hour,million kilowatt hours,2021,5
IL,Illinois,IND,industrial,6.89,3377.4799,cents per kilowatt-hour,million kilowatt hours,2021,5
IL,Illinois,RES,residential,14.18,3093.18298,cents per kilowatt-hour,million kilowatt hours,2021,5
NY,New York,COM,commercial,15.6,5028.02455,cents per kilowatt-hour,million kilowatt hours,2021,5
NY,New York,IND,industrial,6.03,1401.19931,cents per kilowatt-hour,million kilowatt hours,2021,5
NY,New York,RES,residential,19.93,3391.47299,cents per kilowatt-hour,million kilowatt hours,2021,5
TX,Texas,COM,commercial,8.46,12183.52818,cents per kilowatt-hour,million kilowatt hours,2021,5
TX,Texas,IND,industrial,4.54,10604.14306,cents per kilowatt-hour,million kilowatt hours,2021,5
TX,Texas,RES,residential,12.09,10486.28058,cents per kilowatt-hour,million kilowatt hours,2021,5
CA,California,COM,commercial,18.75,6528.13153,cents per kilowatt-hour,million kilowatt hours,2021,4
CA,California,IND,industrial,12.99,3396.95361,cents per kilowatt-hour,million kilowatt hours,2021,4
CA,California,RES,residential,23.37,5324.16915,cents per kilowatt-hour,million kilowatt hours,2021,4
CO,Colorado,COM,commercial,10.33,1549.172,cents per kilowatt-hour,million kilowatt hours,2021,4
CO,Colorado,IND,industrial,7.62,1244.57851,cents per kilowatt-hour,million kilowatt hours,2021,4
CO,Colorado,RES,residential,12.46,1435.58059,cents per kilowatt-hour,million kilowatt hours,2021,4
IL,Illinois,COM,commercial,9.6,3364.05728,cents per kilowatt-hour,million kilowatt hours,2021,4
IL,Illinois,IND,industrial,6.87,3216.3402,cents per kilowatt-hour,million kilowatt hours,2021,4
IL,Illinois,RES,residential,13.98,2777.24876,cents per kilowatt-hour,million kilowatt hours,2021,4
NY,New York,COM,commercial,14.27,5137.31941,cents per kilowatt-hour,million kilowatt hours,2021,4
NY,New York,IND,industrial,5.87,1393.96518,cents per kilowatt-hour,million kilowatt hours,2021,4
NY,New York,RES,residential,18.55,3495.21726,cents per kilowatt-hour,million kilowatt hours,2021,4
TX,Texas,COM,commercial,10.4,11912.11666,cents per kilowatt-hour,million kilowatt hours,2021,4
TX,Texas,IND,industrial,6.2,10662.1976,cents per kilowatt-hour,million kilowatt hours,2021,4
TX,Texas,RES,residential,12.08,9225.57474,cents per kilowatt-hour,million kilowatt hours,2021,4
CA,California,COM,commercial,16.67,9935.32447,cents per kilowatt-hour,million kilowatt hours,2021,3
CA,California,IND,industrial,12.99,3630.59322,cents per kilowatt-hour,million kilowatt hours,2021,3
CA,California,RES,residential,22.04,7544.19993,cents per kilowatt-hour,million kilowatt hours,2021,3
CO,Colorado,COM,commercial,10.0,1625.91759,cents per kilowatt-hour,million kilowatt hours,2021,3
CO,Colorado,IND,industrial,7.64,1202.87335,cents per kilowatt-hour,million kilowatt hours,2021,3
CO,Colorado,RES,residential,12.26,1621.17994,cents per kilowatt-hour,million kilowatt hours,2021,3
IL,Illinois,COM,commercial,9.77,3743.89212,cents per kilowatt-hour,million kilowatt hours,2021,3
IL,Illinois,IND,industrial,7.02,3342.73325,cents per kilowatt-hour,million kilowatt hours,2021,3
IL,Illinois,RES,residential,13.82,3268.80284,cents per kilowatt-hour,million kilowatt hours,2021,3
NY,New York,COM,commercial,14.95,5509.93498,cents per kilowatt-hour,million kilowatt hours,2021,3
NY,New York,IND,industrial,6.03,1267.53804,cents per kilowatt-hour,million kilowatt hours,2021,3
NY,New York,RES,residential,18.04,4114.99515,cents per kilowatt-hour,million kilowatt hours,2021,3
TX,Texas,COM,commercial,10.58,10272.99688,cents per kilowatt-hour,million kilowatt hours,2021,3
TX,Texas,IND,industrial,8.52,8681.34361,cents per kilowatt-hour,million kilowatt hours,2021,3
TX,Texas,RES,residential,11.7,12105.31328,cents per kilowatt-hour,million kilowatt hours,2021,3
CA,California,COM,commercial,17.7,6616.06076,cents per kilowatt-hour,million kilowatt hours,2021,2
CA,California,IND,industrial,12.91,3083.73602,cents per kilowatt-hour,million kilowatt hours,2021,2
CA,California,RES,residential,22.5,6320.65165,cents per kilowatt-hour,million kilowatt hours,2021,2
CO,Colorado,COM,commercial,10.5,1509.48694,cents per kilowatt-hour,million kilowatt hours,2021,2
CO,Colorado,IND,industrial,7.53,1180.30781,cents per kilowatt-hour,million kilowatt hours,2021,2
CO,Colorado,RES,residential,12.54,1597.482,cents per kilowatt-hour,million kilowatt hours,2021,2
IL,Illinois,COM,commercial,9.36,3797.9584,cents per kilowatt-hour,million kilowatt hours,2021,2
IL,Illinois,IND,industrial,7.61,3237.3379,cents per kilowatt-hour,million kilowatt hours,2021,2
IL,Illinois,RES,residential,12.19,4158.57897,cents per kilowatt-hour,million kilowatt hours,2021,2
NY,New York,COM,commercial,15.15,5734.75407,cents per kilowatt-hour,million kilowatt hours,2021,2
NY,New York,IND,industrial,6.07,1381.87457,cents per kilowatt-hour,million kilowatt hours,2021,2
NY,New York,RES,residential,18.83,4377.57766,cents per kilowatt-hour,million kilowatt hours,2021,2
TX,Texas,COM,commercial,13.68,9330.11241,cents per kilowatt-hour,million kilowatt hours,2021,2
TX,Texas,IND,industrial,11.25,8753.7126,cents per kilowatt-hour,million kilowatt hours,2021,2
TX,Texas,RES,residential,12.69,11722.6453,cents per kilowatt-hour,million kilowatt hours,2021,2
CA,California,COM,commercial,16.65,7717.12144,cents per kilowatt-hour,million kilowatt hours,2021,1
CA,California,IND,industrial,12.7,3280.22746,cents per kilowatt-hour,million kilowatt hours,2021,1
CA,California,RES,residential,21.45,7540.17118,cents per kilowatt-hour,million kilowatt hours,2021,1
CO,Colorado,COM,commercial,9.68,1664.34598,cents per kilowatt-hour,million kilowatt hours,2021,1
CO,Colorado,IND,industrial,7.38,1196.49262,cents per kilowatt-hour,million kilowatt hours,2021,1
CO,Colorado,RES,residential,12.07,1775.18935,cents per kilowatt-hour,million kilowatt hours,2021,1
IL,Illinois,COM,commercial,8.93,3885.44304,cents per kilowatt-hour,million kilowatt hours,2021,1
IL,Illinois,IND,industrial,6.84,3467.84689,cents per kilowatt-hour,million kilowatt hours,2021,1
IL,Illinois,RES,residential,12.23,4171.3467,cents per kilowatt-hour,million kilowatt hours,2021,1
NY,New York,COM,commercial,14.08,5853.01671,cents per kilowatt-hour,million kilowatt hours,2021,1
NY,New York,IND,industrial,5.65,1379.99135,cents per kilowatt-hour,million kilowatt hours,2021,1
NY,New York,RES,residential,18.31,4661.62879,cents per kilowatt-hour,million kilowatt hours,2021,1
TX,Texas,COM,commercial,7.47,11082.04093,cents per kilowatt-hour,million kilowatt hours,2021,1
TX,Texas,IND,industrial,4.94,11026.25803,cents per kilowatt-hour,million kilowatt hours,2021,1
TX,Texas,RES,residential,11.35,13395.66338,cents per kilowatt-hour,million kilowatt hours,2021,1
CA,California,COM,commercial,16.07,9540.12028,cents per kilowatt-hour,million kilowatt hours,2020,12
CA,California,IND,industrial,12.82,3514.2218,cents per kilowatt-hour,million kilowatt hours,2020,12
CA,California,RES,residential,20.42,8623.57901,cents per kilowatt-hour,million kilowatt hours,2020,12
CO,Colorado,COM,commercial,9.96,1648.66479,cents per kilowatt-hour,million kilowatt hours,2020,12
CO,Colorado,IND,industrial,7.37,1263.49682,cents per kilowatt-hour,million kilowatt hours,2020,12
CO,Colorado,RES,residential,12.16,1791.60617,cents per kilowatt-hour,million kilowatt hours,2020,12
IL,Illinois,COM,commercial,8.91,3856.99739,cents per kilowatt-hour,million kilowatt hours,2020,12
IL,Illinois,IND,industrial,6.84,3290.65971,cents per kilowatt-hour,million kilowatt hours,2020,12
IL,Illinois,RES,residential,12.52,4065.80986,cents per kilowatt-hour,million kilowatt hours,2020,12
NY,New York,COM,commercial,14.02,5632.89248,cents per kilowatt-hour,million kilowatt hours,2020,12
NY,New York,IND,industrial,5.65,1424.45572,cents per kilowatt-hour,million kilowatt hours,2020,12
NY,New York,RES,residential,18.26,4403.19408,cents per kilowatt-hour,million kilowatt hours,2020,12
TX,Texas,COM,commercial,7.53,11510.07173,cents per kilowatt-hour,million kilowatt hours,2020,12
TX,Texas,IND,industrial,4.79,11176.36838,cents per kilowatt-hour,million kilowatt hours,2020,12
TX,Texas,RES,residential,11.59,11785.89323,cents per kilowatt-hour,million kilowatt hours,2020,12
CA,California,COM,commercial,17.45,7434.80619,cents per kilowatt-hour,million kilowatt hours,2020,11
CA,California,IND,industrial,14.38,3597.63788,cents per kilowatt-hour,million kilowatt hours,2020,11
CA,California,RES,residential,22.2,5648.2399,cents per kilowatt-hour,million kilowatt hours,2020,11
CO,Colorado,COM,commercial,10.44,1587.8971,cents per kilowatt-hour,million kilowatt hours,2020,11
CO,Colorado,IND,industrial,7.57,1189.12697,cents per kilowatt-hour,million kilowatt hours,2020,11
CO,Colorado,RES,residential,12.38,1482.48812,cents per kilowatt-hour,million kilowatt hours,2020,11
IL,Illinois,COM,commercial,9.33,3462.99762,cents per kilowatt-hour,million kilowatt hours,2020,11
IL,Illinois,IND,industrial,6.86,3168.89876,cents per kilowatt-hour,million kilowatt hours,2020,11
IL,Illinois,RES,residential,13.64,3083.48623,cents per kilowatt-hour,million kilowatt hours,2020,11
NY,New York,COM,commercial,14.77,5232.56676,cents per kilowatt-hour,million kilowatt hours,2020,11
NY,New York,IND,industrial,5.51,1445.69564,cents per kilowatt-hour,million kilowatt hours,2020,11
NY,New York,RES,residential,18.95,3628.92056,cents per kilowatt-hour,million kilowatt hours,2020,11
TX,Texas,COM,commercial,7.8,10608.96277,cents per kilowatt-hour,million kilowatt hours,2020,11
TX,Texas,IND,industrial,4.86,10716.45998,cents per kilowatt-hour,million kilowatt hours,2020,11
TX,Texas,RES,residential,11.93,9631.91816,cents per kilowatt-hour,million kilowatt hours,2020,11
CA,California,COM,commercial,18.42,10075.93605,cents per kilowatt-hour,million kilowatt hours,2020,10
CA,California,IND,industrial,15.64,4280.45481,cents per kilowatt-hour,million kilowatt hours,2020,10
CA,California,RES,residential,20.78,9184.57103,cents per kilowatt-hour,million kilowatt hours,2020,10
CO,Colorado,COM,commercial,10.41,1658.43392,cents per kilowatt-hour,million kilowatt hours,2020,10
CO,Colorado,IND,industrial,7.53,1321.67029,cents per kilowatt-hour,million kilowatt hours,2020,10
CO,Colorado,RES,residential,12.41,1538.84018,cents per kilowatt-hour,million kilowatt hours,2020,10
IL,Illinois,COM,commercial,9.37,3611.04967,cents per kilowatt-hour,million kilowatt hours,2020,10
IL,Illinois,IND,industrial,6.88,3295.86661,cents per kilowatt-hour,million kilowatt hours,2020,10
IL,Illinois,RES,residential,13.99,3015.22765,cents per kilowatt-hour,million kilowatt hours,2020,10
NY,New York,COM,commercial,15.32,5358.00619,cents per kilowatt-hour,million kilowatt hours,2020,10
NY,New York,IND,industrial,5.75,1415.21001,cents per kilowatt-hour,million kilowatt hours,2020,10
NY,New York,RES,residential,19.29,3799.17026,cents per kilowatt-hour,million kilowatt hours,2020,10
TX,Texas,COM,commercial,7.47,13009.36428,cents per kilowatt-hour,million kilowatt hours,2020,10
TX,Texas,IND,industrial,5.08,11226.95246,cents per kilowatt-hour,million kilowatt hours,2020,10
TX,Texas,RES,residential,11.85,11842.65661,cents per kilowatt-hour,million kilowatt hours,2020,10
CA,California,COM,commercial,20.03,9507.67956,cents per kilowatt-hour,million kilowatt hours,2020,9
CA,California,IND,industrial,16.17,4441.7251,cents per kilowatt-hour,million kilowatt hours,2020,9
CA,California,RES,residential,21.16,9974.04592,cents per kilowatt-hour,million kilowatt hours,2020,9
CO,Colorado,COM,commercial,10.94,1721.68894,cents per kilowatt-hour,million kilowatt hours,2020,9
CO,Colorado,IND,industrial,7.73,1303.0098,cents per kilowatt-hour,million kilowatt hours,2020,9
CO,Colorado,RES,residential,13.07,1752.44556,cents per kilowatt-hour,million kilowatt hours,2020,9
IL,Illinois,COM,commercial,9.41,3812.0957,cents per kilowatt-hour,million kilowatt hours,2020,9
IL,Illinois,IND,industrial,6.73,3356.96811,cents per kilowatt-hour,million kilowatt hours,2020,9
IL,Illinois,RES,residential,12.68,3370.50754,cents per kilowatt-hour,million kilowatt hours,2020,9
NY,New York,COM,commercial,16.0,6031.89762,cents per kilowatt-hour,million kilowatt hours,2020,9
NY,New York,IND,industrial,5.79,1386.92984,cents per kilowatt-hour,million kilowatt hours,2020,9
NY,New York,RES,residential,19.01,4786.68005,cents per kilowatt-hour,million kilowatt hours,2020,9
TX,Texas,COM,commercial,7.8,13291.36044,cents per kilowatt-hour,million kilowatt hours,2020,9
TX,Texas,IND,industrial,5.1,10529.63657,cents per kilowatt-hour,million kilowatt hours,2020,9
TX,Texas,RES,residential,11.77,15945.93906,cents per kilowatt-hour,million kilowatt hours,2020,9
CA,California,COM,commercial,21.01,9019.86006,cents per kilowatt-hour,million kilowatt hours,2020,8
CA,California,IND,industrial,16.3,4614.58141,cents per kilowatt-hour,million kilowatt hours,2020,8
CA,California,RES,residential,20.69,10320.59533,cents per kilowatt-hour,million kilowatt hours,2020,8
CO,Colorado,COM,commercial,10.82,1920.37258,cents per kilowatt-hour,million kilowatt hours,2020,8
CO,Colorado,IND,industrial,7.79,1404.70625,cents per kilowatt-hour,million kilowatt hours,2020,8
CO,Colorado,RES,residential,12.71,2234.9109,cents per kilowatt-hour,million kilowatt hours,2020,8
IL,Illinois,COM,commercial,9.0,4313.38589,cents per kilowatt-hour,million kilowatt hours,2020,8
IL,Illinois,IND,industrial,6.72,3685.11226,cents per kilowatt-hour,million kilowatt hours,2020,8
IL,Illinois,RES,residential,12.56,5164.82598,cents per kilowatt-hour,million kilowatt hours,2020,8
NY,New York,COM,commercial,15.82,6559.11562,cents per kilowatt-hour,million kilowatt hours,2020,8
NY,New York,IND,industrial,5.68,1427.9974,cents per kilowatt-hour,million kilowatt hours,2020,8
NY,New York,RES,residential,18.43,5958.49274,cents per kilowatt-hour,million kilowatt hours,2020,8
TX,Texas,COM,commercial,7.64,14074.05357,cents per kilowatt-hour,million kilowatt hours,2020,8
TX,Texas,IND,industrial,5.41,10788.27739,cents per kilowatt-hour,million kilowatt hours,2020,8
TX,Texas,RES,residential,11.5,18839.82992,cents per kilowatt-hour,million kilowatt hours,2020,8
CA,California,COM,commercial,19.54,10803.1348,cents per kilowatt-hour,million kilowatt hours,2020,7
CA,California,IND,industrial,16.28,4811.03309,cents per kilowatt-hour,million kilowatt hours,2020,7
CA,California,RES,residential,20.03,10437.98893,cents per kilowatt-hour,million kilowatt hours,2020,7
CO,Colorado,COM,commercial,10.77,1899.83179,cents per kilowatt-hour,million kilowatt hours,2020,7
CO,Colorado,IND,industrial,7.81,1392.37844,cents per kilowatt-hour,million kilowatt hours,2020,7
CO,Colorado,RES,residential,12.69,2226.73317,cents per kilowatt-hour,million kilowatt hours,2020,7
IL,Illinois,COM,commercial,8.96,4419.62601,cents per kilowatt-hour,million kilowatt hours,2020,7
IL,Illinois,IND,industrial,6.66,3726.24455,cents per kilowatt-hour,million kilowatt hours,2020,7
IL,Illinois,RES,residential,12.18,5962.73159,cents per kilowatt-hour,million kilowatt hours,2020,7
NY,New York,COM,commercial,15.84,6672.4015,cents per kilowatt-hour,million kilowatt hours,2020,7
NY,New York,IND,industrial,5.66,1459.4448,cents per kilowatt-hour,million kilowatt hours,2020,7
NY,New York,RES,residential,18.75,6104.68204,cents per kilowatt-hour,million kilowatt hours,2020,7
TX,Texas,COM,commercial,7.35,14474.28233,cents per kilowatt-hour,million kilowatt hours,2020,7
TX,Texas,IND,industrial,5.1,10649.49316,cents per kilowatt-hour,million kilowatt hours,2020,7
TX,Texas,RES,residential,11.59,18866.99806,cents per kilowatt-hour,million kilowatt hours,2020,7
CA,California,COM,commercial,18.99,9063.84952,cents per kilowatt-hour,million kilowatt hours,2020,6
CA,California,IND,industrial,16.01,4314.97378,cents per kilowatt-hour,million kilowatt hours,2020,6
CA,California,RES,residential,19.71,8031.15053,cents per kilowatt-hour,million kilowatt hours,2020,6
CO,Colorado,COM,commercial,11.34,1603.45388,cents per kilowatt-hour,million kilowatt hours,2020,6
CO,Colorado,IND,industrial,7.76,1281.1021,cents per kilowatt-hour,million kilowatt hours,2020,6
CO,Colorado,RES,residential,12.82,1868.00017,cents per kilowatt-hour,million kilowatt hours,2020,6
IL,Illinois,COM,commercial,9.3,3745.17805,cents per kilowatt-hour,million kilowatt hours,2020,6
IL,Illinois,IND,industrial,6.59,3381.62577,cents per kilowatt-hour,million kilowatt hours,2020,6
IL,Illinois,RES,residential,12.9,4603.84867,cents per kilowatt-hour,million kilowatt hours,2020,6
NY,New York,COM,commercial,15.7,5561.21279,cents per kilowatt-hour,million kilowatt hours,2020,6
NY,New York,IND,industrial,5.64,1332.76419,cents per kilowatt-hour,million kilowatt hours,2020,6
NY,New York,RES,residential,19.13,4379.17878,cents per kilowatt-hour,million kilowatt hours,2020,6
TX,Texas,COM,commercial,7.56,12768.2733,cents per kilowatt-hour,million kilowatt hours,2020,6
TX,Texas,IND,industrial,5.02,10067.6215,cents per kilowatt-hour,million kilowatt hours,2020,6
TX,Texas,RES,residential,11.76,15309.39174,cents per kilowatt-hour,million kilowatt hours,2020,6
CA,California,COM,commercial,16.57,7652.00106,cents per kilowatt-hour,million kilowatt hours,2020,5
CA,California,IND,industrial,13.51,3847.44631,cents per kilowatt-hour,million kilowatt hours,2020,5
CA,California,RES,residential,18.61,7415.61421,cents per kilowatt-hour,million kilowatt hours,2020,5
CO,Colorado,COM,commercial,10.07,1600.59257,cents per kilowatt-hour,million kilowatt hours,2020,5
CO,Colorado,IND,industrial,7.44,1269.73582,cents per kilowatt-hour,million kilowatt hours,2020,5
CO,Colorado,RES,residential,11.93,1539.18671,cents per kilowatt-hour,million kilowatt hours,2020,5
IL,Illinois,COM,commercial,9.41,3315.63595,cents per kilowatt-hour,million kilowatt hours,2020,5
IL,Illinois,IND,industrial,6.61,3076.57347,cents per kilowatt-hour,million kilowatt hours,2020,5
IL,Illinois,RES,residential,14.29,3251.43286,cents per kilowatt-hour,million kilowatt hours,2020,5
NY,New York,COM,commercial,13.88,4804.56284,cents per kilowatt-hour,million kilowatt hours,2020,5
NY,New York,IND,industrial,5.37,1183.52924,cents per kilowatt-hour,million kilowatt hours,2020,5
NY,New York,RES,residential,18.55,3563.75258,cents per kilowatt-hour,million kilowatt hours,2020,5
TX,Texas,COM,commercial,7.57,10664.76582,cents per kilowatt-hour,million kilowatt hours,2020,5
TX,Texas,IND,industrial,4.94,9625.78549,cents per kilowatt-hour,million kilowatt hours,2020,5
TX,Texas,RES,residential,11.79,11739.79917,cents per kilowatt-hour,million kilowatt hours,2020,5
CA,California,COM,commercial,14.89,7947.62719,cents per kilowatt-hour,million kilowatt hours,2020,4
CA,California,IND,industrial,11.87,3413.90393,cents per kilowatt-hour,million kilowatt hours,2020,4
