stateid,statedescription,sectorid,sectorname,price,sales,price-units,sales-units,year,month
IL,Illinois,IND,industrial,4.73,4121.5251,cents per kilowatt-hour,million kilowatt hours,2004,6
IL,Illinois,RES,residential,8.98,3773.34,cents per kilowatt-hour,million kilowatt hours,2004,6
NY,New York,COM,commercial,13.3,6387.56749,cents per kilowatt-hour,million kilowatt hours,2004,6
NY,New York,IND,industrial,7.33,1742.43679,cents per kilowatt-hour,million kilowatt hours,2004,6
NY,New York,RES,residential,14.99,3657.83736,cents per kilowatt-hour,million kilowatt hours,2004,6
TX,Texas,COM,commercial,8.25,9110.52856,cents per kilowatt-hour,million kilowatt hours,2004,6
TX,Texas,IND,industrial,6.24,8526.1749,cents per kilowatt-hour,million kilowatt hours,2004,6
TX,Texas,RES,residential,10.44,11855.39419,cents per kilowatt-hour,million kilowatt hours,2004,6
CA,California,COM,commercial,10.97,9140.99951,cents per kilowatt-hour,million kilowatt hours,2004,5
CA,California,IND,industrial,9.03,3824.85016,cents per kilowatt-hour,million kilowatt hours,2004,5
CA,California,RES,residential,11.97,5876.89029,cents per kilowatt-hour,million kilowatt hours,2004,5
CO,Colorado,COM,commercial,6.81,1633.79685,cents per kilowatt-hour,million kilowatt hours,2004,5
CO,Colorado,IND,industrial,5.13,944.26387,cents per kilowatt-hour,million kilowatt hours,2004,5
CO,Colorado,RES,residential,8.65,1126.26502,cents per kilowatt-hour,million kilowatt hours,2004,5
IL,Illinois,COM,commercial,7.6,3868.51604,cents per kilowatt-hour,million kilowatt hours,2004,5
IL,Illinois,IND,industrial,4.37,4287.44263,cents per kilowatt-hour,million kilowatt hours,2004,5
IL,Illinois,RES,residential,8.76,2910.50746,cents per kilowatt-hour,million kilowatt hours,2004,5
NY,New York,COM,commercial,12.17,5879.59725,cents per kilowatt-hour,million kilowatt hours,2004,5
NY,New York,IND,industrial,7.03,1607.12318,cents per kilowatt-hour,million kilowatt hours,2004,5
NY,New York,RES,residential,14.2,3334.90578,cents per kilowatt-hour,million kilowatt hours,2004,5
TX,Texas,COM,commercial,7.8,8061.1877,cents per kilowatt-hour,million kilowatt hours,2004,5
TX,Texas,IND,industrial,5.94,8394.65493,cents per kilowatt-hour,million kilowatt hours,2004,5
TX,Texas,RES,residential,9.76,8669.60156,cents per kilowatt-hour,million kilowatt hours,2004,5
CA,California,COM,commercial,10.42,9399.5902,cents per kilowatt-hour,million kilowatt hours,2004,4
CA,California,IND,industrial,8.25,4264.18703,cents per kilowatt-hour,million kilowatt hours,2004,4
CA,California,RES,residential,11.43,5903.53228,cents per kilowatt-hour,million kilowatt hours,2004,4
CO,Colorado,COM,commercial,6.87,1556.49447,cents per kilowatt-hour,million kilowatt hours,2004,4
CO,Colorado,IND,industrial,5.11,931.39827,cents per kilowatt-hour,million kilowatt hours,2004,4
CO,Colorado,RES,residential,8.4,1107.70676,cents per kilowatt-hour,million kilowatt hours,2004,4
IL,Illinois,COM,commercial,7.46,3628.66541,cents per kilowatt-hour,million kilowatt hours,2004,4
IL,Illinois,IND,industrial,4.46,3742.70719,cents per kilowatt-hour,million kilowatt hours,2004,4
IL,Illinois,RES,residential,8.46,2810.25513,cents per kilowatt-hour,million kilowatt hours,2004,4
NY,New York,COM,commercial,11.71,5767.83479,cents per kilowatt-hour,million kilowatt hours,2004,4
NY,New York,IND,industrial,7.01,1727.16217,cents per kilowatt-hour,million kilowatt hours,2004,4
NY,New York,RES,residential,14.03,3484.46566,cents per kilowatt-hour,million kilowatt hours,2004,4
TX,Texas,COM,commercial,7.77,7433.8237,cents per kilowatt-hour,million kilowatt hours,2004,4
TX,Texas,IND,industrial,5.71,8472.45807,cents per kilowatt-hour,million kilowatt hours,2004,4
TX,Texas,RES,residential,9.39,7252.48116,cents per kilowatt-hour,million kilowatt hours,2004,4
CA,California,COM,commercial,11.0,9355.49216,cents per kilowatt-hour,million kilowatt hours,2004,3
CA,California,IND,industrial,8.96,3722.564,cents per kilowatt-hour,million kilowatt hours,2004,3
CA,California,RES,residential,12.14,6629.21815,cents per kilowatt-hour,million kilowatt hours,2004,3
CO,Colorado,COM,commercial,6.57,1572.78488,cents per kilowatt-hour,million kilowatt hours,2004,3
CO,Colorado,IND,industrial,5.01,888.24948,cents per kilowatt-hour,million kilowatt hours,2004,3
CO,Colorado,RES,residential,8.23,1202.87462,cents per kilowatt-hour,million kilowatt hours,2004,3
IL,Illinois,COM,commercial,7.31,3820.45249,cents per kilowatt-hour,million kilowatt hours,2004,3
IL,Illinois,IND,industrial,4.43,3804.16606,cents per kilowatt-hour,million kilowatt hours,2004,3
IL,Illinois,RES,residential,8.18,3361.55853,cents per kilowatt-hour,million kilowatt hours,2004,3
NY,New York,COM,commercial,12.11,5855.26412,cents per kilowatt-hour,million kilowatt hours,2004,3
NY,New York,IND,industrial,6.34,1751.37255,cents per kilowatt-hour,million kilowatt hours,2004,3
NY,New York,RES,residential,13.98,3825.0968,cents per kilowatt-hour,million kilowatt hours,2004,3
TX,Texas,COM,commercial,7.58,7134.81412,cents per kilowatt-hour,million kilowatt hours,2004,3
TX,Texas,IND,industrial,5.47,8430.11009,cents per kilowatt-hour,million kilowatt hours,2004,3
TX,Texas,RES,residential,8.93,7807.74365,cents per kilowatt-hour,million kilowatt hours,2004,3
CA,California,COM,commercial,11.54,8074.32181,cents per kilowatt-hour,million kilowatt hours,2004,2
CA,California,IND,industrial,9.46,3475.26648,cents per kilowatt-hour,million kilowatt hours,2004,2
CA,California,RES,residential,12.39,6252.43951,cents per kilowatt-hour,million kilowatt hours,2004,2
CO,Colorado,COM,commercial,6.62,1533.34137,cents per kilowatt-hour,million kilowatt hours,2004,2
CO,Colorado,IND,industrial,4.91,886.79038,cents per kilowatt-hour,million kilowatt hours,2004,2
CO,Colorado,RES,residential,8.08,1310.93316,cents per kilowatt-hour,million kilowatt hours,2004,2
IL,Illinois,COM,commercial,6.8,4042.70205,cents per kilowatt-hour,million kilowatt hours,2004,2
IL,Illinois,IND,industrial,4.52,3572.2357,cents per kilowatt-hour,million kilowatt hours,2004,2
IL,Illinois,RES,residential,7.58,3807.60023,cents per kilowatt-hour,million kilowatt hours,2004,2
NY,New York,COM,commercial,12.07,6174.48221,cents per kilowatt-hour,million kilowatt hours,2004,2
NY,New York,IND,industrial,6.98,1729.38483,cents per kilowatt-hour,million kilowatt hours,2004,2
NY,New York,RES,residential,14.02,4171.30838,cents per kilowatt-hour,million kilowatt hours,2004,2
TX,Texas,COM,commercial,7.49,6743.96763,cents per kilowatt-hour,million kilowatt hours,2004,2
TX,Texas,IND,industrial,5.52,7944.86178,cents per kilowatt-hour,million kilowatt hours,2004,2
TX,Texas,RES,residential,8.55,9200.06036,cents per kilowatt-hour,million kilowatt hours,2004,2
CA,California,COM,commercial,10.84,9061.73918,cents per kilowatt-hour,million kilowatt hours,2004,1
CA,California,IND,industrial,8.65,3560.19822,cents per kilowatt-hour,million kilowatt hours,2004,1
CA,California,RES,residential,12.59,7488.63422,cents per kilowatt-hour,million kilowatt hours,2004,1
CO,Colorado,COM,commercial,6.39,1597.53077,cents per kilowatt-hour,million kilowatt hours,2004,1
CO,Colorado,IND,industrial,4.86,869.89432,cents per kilowatt-hour,million kilowatt hours,2004,1
CO,Colorado,RES,residential,7.98,1397.76872,cents per kilowatt-hour,million kilowatt hours,2004,1
IL,Illinois,COM,commercial,6.87,3911.97942,cents per kilowatt-hour,million kilowatt hours,2004,1
IL,Illinois,IND,industrial,4.64,3724.9786,cents per kilowatt-hour,million kilowatt hours,2004,1
IL,Illinois,RES,residential,7.37,4579.20527,cents per kilowatt-hour,million kilowatt hours,2004,1
NY,New York,COM,commercial,11.97,6368.93384,cents per kilowatt-hour,million kilowatt hours,2004,1
NY,New York,IND,industrial,6.64,1780.94983,cents per kilowatt-hour,million kilowatt hours,2004,1
NY,New York,RES,residential,13.32,4473.46456,cents per kilowatt-hour,million kilowatt hours,2004,1
TX,Texas,COM,commercial,7.63,7181.97389,cents per kilowatt-hour,million kilowatt hours,2004,1
TX,Texas,IND,industrial,5.52,8191.6186,cents per kilowatt-hour,million kilowatt hours,2004,1
TX,Texas,RES,residential,8.61,9594.38284,cents per kilowatt-hour,million kilowatt hours,2004,1
CA,California,COM,commercial,11.38,9168.15063,cents per kilowatt-hour,million kilowatt hours,2003,12
CA,California,IND,industrial,8.91,4119.57535,cents per kilowatt-hour,million kilowatt hours,2003,12
CA,California,RES,residential,12.45,7509.1966,cents per kilowatt-hour,million kilowatt hours,2003,12
CO,Colorado,COM,commercial,6.5,1614.34146,cents per kilowatt-hour,million kilowatt hours,2003,12
CO,Colorado,IND,industrial,4.77,874.55149,cents per kilowatt-hour,million kilowatt hours,2003,12
CO,Colorado,RES,residential,8.02,1432.70501,cents per kilowatt-hour,million kilowatt hours,2003,12
IL,Illinois,COM,commercial,6.7,4008.43184,cents per kilowatt-hour,million kilowatt hours,2003,12
IL,Illinois,IND,industrial,4.72,3362.48004,cents per kilowatt-hour,million kilowatt hours,2003,12
IL,Illinois,RES,residential,7.56,4004.26133,cents per kilowatt-hour,million kilowatt hours,2003,12
NY,New York,COM,commercial,11.88,6099.90092,cents per kilowatt-hour,million kilowatt hours,2003,12
NY,New York,IND,industrial,6.69,1714.01608,cents per kilowatt-hour,million kilowatt hours,2003,12
NY,New York,RES,residential,13.63,4052.0518,cents per kilowatt-hour,million kilowatt hours,2003,12
TX,Texas,COM,commercial,7.32,7412.48673,cents per kilowatt-hour,million kilowatt hours,2003,12
TX,Texas,IND,industrial,4.92,8540.35053,cents per kilowatt-hour,million kilowatt hours,2003,12
TX,Texas,RES,residential,8.38,8810.53622,cents per kilowatt-hour,million kilowatt hours,2003,12
CA,California,COM,commercial,12.21,8299.78957,cents per kilowatt-hour,million kilowatt hours,2003,11
CA,California,IND,industrial,9.26,3953.33059,cents per kilowatt-hour,million kilowatt hours,2003,11
CA,California,RES,residential,12.54,5854.43061,cents per kilowatt-hour,million kilowatt hours,2003,11
CO,Colorado,COM,commercial,7.24,1648.72689,cents per kilowatt-hour,million kilowatt hours,2003,11
CO,Colorado,IND,industrial,5.17,939.21233,cents per kilowatt-hour,million kilowatt hours,2003,11
CO,Colorado,RES,residential,8.18,1221.90587,cents per kilowatt-hour,million kilowatt hours,2003,11
IL,Illinois,COM,commercial,6.84,3896.56988,cents per kilowatt-hour,million kilowatt hours,2003,11
IL,Illinois,IND,industrial,4.61,3346.5677,cents per kilowatt-hour,million kilowatt hours,2003,11
IL,Illinois,RES,residential,8.12,2945.99172,cents per kilowatt-hour,million kilowatt hours,2003,11
NY,New York,COM,commercial,12.24,5590.15319,cents per kilowatt-hour,million kilowatt hours,2003,11
NY,New York,IND,industrial,6.65,1771.7864,cents per kilowatt-hour,million kilowatt hours,2003,11
NY,New York,RES,residential,14.23,3450.47613,cents per kilowatt-hour,million kilowatt hours,2003,11
TX,Texas,COM,commercial,7.38,7173.97322,cents per kilowatt-hour,million kilowatt hours,2003,11
TX,Texas,IND,industrial,4.97,8471.49054,cents per kilowatt-hour,million kilowatt hours,2003,11
TX,Texas,RES,residential,8.59,7527.66786,cents per kilowatt-hour,million kilowatt hours,2003,11
CA,California,COM,commercial,11.64,10217.14838,cents per kilowatt-hour,million kilowatt hours,2003,10
CA,California,IND,industrial,9.17,4590.04911,cents per kilowatt-hour,million kilowatt hours,2003,10
CA,California,RES,residential,10.47,7096.89334,cents per kilowatt-hour,million kilowatt hours,2003,10
CO,Colorado,COM,commercial,6.58,1634.79932,cents per kilowatt-hour,million kilowatt hours,2003,10
CO,Colorado,IND,industrial,6.22,1002.70218,cents per kilowatt-hour,million kilowatt hours,2003,10
CO,Colorado,RES,residential,8.6,1194.20355,cents per kilowatt-hour,million kilowatt hours,2003,10
IL,Illinois,COM,commercial,7.52,4072.0698,cents per kilowatt-hour,million kilowatt hours,2003,10
IL,Illinois,IND,industrial,4.91,3534.21028,cents per kilowatt-hour,million kilowatt hours,2003,10
IL,Illinois,RES,residential,8.67,2676.56352,cents per kilowatt-hour,million kilowatt hours,2003,10
NY,New York,COM,commercial,13.6,5762.41269,cents per kilowatt-hour,million kilowatt hours,2003,10
NY,New York,IND,industrial,7.09,1733.11671,cents per kilowatt-hour,million kilowatt hours,2003,10
NY,New York,RES,residential,14.75,3494.17737,cents per kilowatt-hour,million kilowatt hours,2003,10
TX,Texas,COM,commercial,7.45,7904.15088,cents per kilowatt-hour,million kilowatt hours,2003,10
TX,Texas,IND,industrial,5.16,8985.68866,cents per kilowatt-hour,million kilowatt hours,2003,10
TX,Texas,RES,residential,8.93,8411.20171,cents per kilowatt-hour,million kilowatt hours,2003,10
CA,California,COM,commercial,11.09,10427.88501,cents per kilowatt-hour,million kilowatt hours,2003,9
CA,California,IND,industrial,8.65,4552.03,cents per kilowatt-hour,million kilowatt hours,2003,9
CA,California,RES,residential,10.08,8287.25358,cents per kilowatt-hour,million kilowatt hours,2003,9
CO,Colorado,COM,commercial,6.7,1687.43211,cents per kilowatt-hour,million kilowatt hours,2003,9
CO,Colorado,IND,industrial,5.13,888.57022,cents per kilowatt-hour,million kilowatt hours,2003,9
CO,Colorado,RES,residential,8.3,1387.07796,cents per kilowatt-hour,million kilowatt hours,2003,9
IL,Illinois,COM,commercial,7.59,4001.55615,cents per kilowatt-hour,million kilowatt hours,2003,9
IL,Illinois,IND,industrial,4.86,3564.98414,cents per kilowatt-hour,million kilowatt hours,2003,9
IL,Illinois,RES,residential,8.85,3657.07767,cents per kilowatt-hour,million kilowatt hours,2003,9
NY,New York,COM,commercial,14.1,6432.34411,cents per kilowatt-hour,million kilowatt hours,2003,9
NY,New York,IND,industrial,7.2,1852.95173,cents per kilowatt-hour,million kilowatt hours,2003,9
NY,New York,RES,residential,14.92,4266.49825,cents per kilowatt-hour,million kilowatt hours,2003,9
TX,Texas,COM,commercial,7.64,9075.58311,cents per kilowatt-hour,million kilowatt hours,2003,9
TX,Texas,IND,industrial,5.2,9094.50249,cents per kilowatt-hour,million kilowatt hours,2003,9
TX,Texas,RES,residential,9.52,11888.54282,cents per kilowatt-hour,million kilowatt hours,2003,9
CA,California,COM,commercial,13.63,10356.21535,cents per kilowatt-hour,million kilowatt hours,2003,8
CA,California,IND,industrial,10.49,4530.949,cents per kilowatt-hour,million kilowatt hours,2003,8
CA,California,RES,residential,12.9,8501.29706,cents per kilowatt-hour,million kilowatt hours,2003,8
CO,Colorado,COM,commercial,6.68,1886.50599,cents per kilowatt-hour,million kilowatt hours,2003,8
CO,Colorado,IND,industrial,5.2,1000.20819,cents per kilowatt-hour,million kilowatt hours,2003,8
CO,Colorado,RES,residential,8.17,1660.35663,cents per kilowatt-hour,million kilowatt hours,2003,8
IL,Illinois,COM,commercial,7.86,4893.59537,cents per kilowatt-hour,million kilowatt hours,2003,8
IL,Illinois,IND,industrial,5.12,4054.32134,cents per kilowatt-hour,million kilowatt hours,2003,8
IL,Illinois,RES,residential,8.97,4987.10825,cents per kilowatt-hour,million kilowatt hours,2003,8
NY,New York,COM,commercial,14.25,6914.10976,cents per kilowatt-hour,million kilowatt hours,2003,8
NY,New York,IND,industrial,7.03,1918.34206,cents per kilowatt-hour,million kilowatt hours,2003,8
NY,New York,RES,residential,14.94,4787.59481,cents per kilowatt-hour,million kilowatt hours,2003,8
TX,Texas,COM,commercial,8.08,10279.44747,cents per kilowatt-hour,million kilowatt hours,2003,8
TX,Texas,IND,industrial,5.46,9481.21707,cents per kilowatt-hour,million kilowatt hours,2003,8
TX,Texas,RES,residential,9.89,14629.01941,cents per kilowatt-hour,million kilowatt hours,2003,8
CA,California,COM,commercial,15.19,10437.31576,cents per kilowatt-hour,million kilowatt hours,2003,7
CA,California,IND,industrial,11.54,4640.6586,cents per kilowatt-hour,million kilowatt hours,2003,7
CA,California,RES,residential,13.5,8175.18331,cents per kilowatt-hour,million kilowatt hours,2003,7
CO,Colorado,COM,commercial,6.75,1955.60422,cents per kilowatt-hour,million kilowatt hours,2003,7
CO,Colorado,IND,industrial,5.19,1048.58895,cents per kilowatt-hour,million kilowatt hours,2003,7
CO,Colorado,RES,residential,8.34,1613.25035,cents per kilowatt-hour,million kilowatt hours,2003,7
IL,Illinois,COM,commercial,7.95,4666.08921,cents per kilowatt-hour,million kilowatt hours,2003,7
IL,Illinois,IND,industrial,5.31,3673.39355,cents per kilowatt-hour,million kilowatt hours,2003,7
IL,Illinois,RES,residential,9.06,4797.68986,cents per kilowatt-hour,million kilowatt hours,2003,7
NY,New York,COM,commercial,14.27,6945.86537,cents per kilowatt-hour,million kilowatt hours,2003,7
NY,New York,IND,industrial,7.05,1891.35721,cents per kilowatt-hour,million kilowatt hours,2003,7
NY,New York,RES,residential,15.14,4516.81649,cents per kilowatt-hour,million kilowatt hours,2003,7
TX,Texas,COM,commercial,8.6,9444.32235,cents per kilowatt-hour,million kilowatt hours,2003,7
TX,Texas,IND,industrial,5.73,9137.83228,cents per kilowatt-hour,million kilowatt hours,2003,7
TX,Texas,RES,residential,9.97,13868.72365,cents per kilowatt-hour,million kilowatt hours,2003,7
CA,California,COM,commercial,14.27,9290.10081,cents per kilowatt-hour,million kilowatt hours,2003,6
CA,California,IND,industrial,10.12,4230.16893,cents per kilowatt-hour,million kilowatt hours,2003,6
CA,California,RES,residential,13.12,6532.61434,cents per kilowatt-hour,million kilowatt hours,2003,6
CO,Colorado,COM,commercial,6.89,1583.30813,cents per kilowatt-hour,million kilowatt hours,2003,6
CO,Colorado,IND,industrial,5.24,915.40388,cents per kilowatt-hour,million kilowatt hours,2003,6
CO,Colorado,RES,residential,8.5,1203.30632,cents per kilowatt-hour,million kilowatt hours,2003,6
IL,Illinois,COM,commercial,7.69,4137.13401,cents per kilowatt-hour,million kilowatt hours,2003,6
IL,Illinois,IND,industrial,4.78,3819.17623,cents per kilowatt-hour,million kilowatt hours,2003,6
IL,Illinois,RES,residential,9.23,3033.99018,cents per kilowatt-hour,million kilowatt hours,2003,6
NY,New York,COM,commercial,13.44,5889.13654,cents per kilowatt-hour,million kilowatt hours,2003,6
NY,New York,IND,industrial,7.03,1832.60886,cents per kilowatt-hour,million kilowatt hours,2003,6
NY,New York,RES,residential,14.98,3462.77329,cents per kilowatt-hour,million kilowatt hours,2003,6
TX,Texas,COM,commercial,8.66,8940.60167,cents per kilowatt-hour,million kilowatt hours,2003,6
TX,Texas,IND,industrial,5.55,9035.63947,cents per kilowatt-hour,million kilowatt hours,2003,6
TX,Texas,RES,residential,10.07,11864.82775,cents per kilowatt-hour,million kilowatt hours,2003,6
CA,California,COM,commercial,12.84,8489.69551,cents per kilowatt-hour,million kilowatt hours,2003,5
CA,California,IND,industrial,9.93,3967.44651,cents per kilowatt-hour,million kilowatt hours,2003,5
CA,California,RES,residential,12.74,5739.57218,cents per kilowatt-hour,million kilowatt hours,2003,5
CO,Colorado,COM,commercial,6.82,1610.08811,cents per kilowatt-hour,million kilowatt hours,2003,5
CO,Colorado,IND,industrial,5.15,906.88057,cents per kilowatt-hour,million kilowatt hours,2003,5
CO,Colorado,RES,residential,8.61,1091.91428,cents per kilowatt-hour,million kilowatt hours,2003,5
IL,Illinois,COM,commercial,7.26,3858.9923,cents per kilowatt-hour,million kilowatt hours,2003,5
IL,Illinois,IND,industrial,4.85,3700.84757,cents per kilowatt-hour,million kilowatt hours,2003,5
IL,Illinois,RES,residential,8.83,2639.7639,cents per kilowatt-hour,million kilowatt hours,2003,5
NY,New York,COM,commercial,12.82,5519.50903,cents per kilowatt-hour,million kilowatt hours,2003,5
NY,New York,IND,industrial,7.02,1865.07766,cents per kilowatt-hour,million kilowatt hours,2003,5
NY,New York,RES,residential,14.77,3246.1938,cents per kilowatt-hour,million kilowatt hours,2003,5
TX,Texas,COM,commercial,8.06,8229.87081,cents per kilowatt-hour,million kilowatt hours,2003,5
TX,Texas,IND,industrial,5.23,8708.96585,cents per kilowatt-hour,million kilowatt hours,2003,5
TX,Texas,RES,residential,9.35,9934.32254,cents per kilowatt-hour,million kilowatt hours,2003,5
CA,California,COM,commercial,12.08,8410.83575,cents per kilowatt-hour,million kilowatt hours,2003,4
CA,California,IND,industrial,9.83,3765.55288,cents per kilowatt-hour,million kilowatt hours,2003,4
CA,California,RES,residential,12.51,5759.97776,cents per kilowatt-hour,million kilowatt hours,2003,4
CO,Colorado,COM,commercial,6.46,1500.65553,cents per kilowatt-hour,million kilowatt hours,2003,4
CO,Colorado,IND,industrial,4.79,895.61898,cents per kilowatt-hour,million kilowatt hours,2003,4
CO,Colorado,RES,residential,8.0,1076.59582,cents per kilowatt-hour,million kilowatt hours,2003,4
IL,Illinois,COM,commercial,7.39,3704.52971,cents per kilowatt-hour,million kilowatt hours,2003,4
IL,Illinois,IND,industrial,4.64,3635.14688,cents per kilowatt-hour,million kilowatt hours,2003,4
IL,Illinois,RES,residential,8.54,2755.04219,cents per kilowatt-hour,million kilowatt hours,2003,4
NY,New York,COM,commercial,12.97,5400.68045,cents per kilowatt-hour,million kilowatt hours,2003,4
NY,New York,IND,industrial,7.59,1801.82418,cents per kilowatt-hour,million kilowatt hours,2003,4
NY,New York,RES,residential,14.55,3437.48257,cents per kilowatt-hour,million kilowatt hours,2003,4
TX,Texas,COM,commercial,7.7,6933.90326,cents per kilowatt-hour,million kilowatt hours,2003,4
TX,Texas,IND,industrial,5.35,8462.77266,cents per kilowatt-hour,million kilowatt hours,2003,4
TX,Texas,RES,residential,9.03,7343.04952,cents per kilowatt-hour,million kilowatt hours,2003,4
CA,California,COM,commercial,10.94,8274.79013,cents per kilowatt-hour,million kilowatt hours,2003,3
CA,California,IND,industrial,8.81,3972.24668,cents per kilowatt-hour,million kilowatt hours,2003,3
CA,California,RES,residential,11.42,6094.77888,cents per kilowatt-hour,million kilowatt hours,2003,3
CO,Colorado,COM,commercial,6.16,1541.82432,cents per kilowatt-hour,million kilowatt hours,2003,3
CO,Colorado,IND,industrial,4.88,864.68135,cents per kilowatt-hour,million kilowatt hours,2003,3
CO,Colorado,RES,residential,7.75,1225.0525,cents per kilowatt-hour,million kilowatt hours,2003,3
IL,Illinois,COM,commercial,7.01,4051.20126,cents per kilowatt-hour,million kilowatt hours,2003,3
IL,Illinois,IND,industrial,4.89,3453.02546,cents per kilowatt-hour,million kilowatt hours,2003,3
IL,Illinois,RES,residential,7.88,3496.53228,cents per kilowatt-hour,million kilowatt hours,2003,3
NY,New York,COM,commercial,12.43,5825.35219,cents per kilowatt-hour,million kilowatt hours,2003,3
NY,New York,IND,industrial,7.6,1716.70383,cents per kilowatt-hour,million kilowatt hours,2003,3
NY,New York,RES,residential,13.91,3919.26002,cents per kilowatt-hour,million kilowatt hours,2003,3
TX,Texas,COM,commercial,8.19,6912.37541,cents per kilowatt-hour,million kilowatt hours,2003,3
TX,Texas,IND,industrial,5.59,8303.01188,cents per kilowatt-hour,million kilowatt hours,2003,3
TX,Texas,RES,residential,9.02,7966.66667,cents per kilowatt-hour,million kilowatt hours,2003,3
CA,California,COM,commercial,12.19,7656.79588,cents per kilowatt-hour,million kilowatt hours,2003,2
CA,California,IND,industrial,9.43,3727.21679,cents per kilowatt-hour,million kilowatt hours,2003,2
CA,California,RES,residential,12.41,5868.15674,cents per kilowatt-hour,million kilowatt hours,2003,2
CO,Colorado,COM,commercial,6.25,1467.29982,cents per kilowatt-hour,million kilowatt hours,2003,2
CO,Colorado,IND,industrial,4.71,851.41414,cents per kilowatt-hour,million kilowatt hours,2003,2
CO,Colorado,RES,residential,7.78,1255.70705,cents per kilowatt-hour,million kilowatt hours,2003,2
IL,Illinois,COM,commercial,6.97,3937.15749,cents per kilowatt-hour,million kilowatt hours,2003,2
IL,Illinois,IND,industrial,4.76,3402.33779,cents per kilowatt-hour,million kilowatt hours,2003,2
IL,Illinois,RES,residential,7.6,3713.5548,cents per kilowatt-hour,million kilowatt hours,2003,2
NY,New York,COM,commercial,11.69,5853.82154,cents per kilowatt-hour,million kilowatt hours,2003,2
NY,New York,IND,industrial,7.46,1841.74656,cents per kilowatt-hour,million kilowatt hours,2003,2
NY,New York,RES,residential,13.3,4049.74176,cents per kilowatt-hour,million kilowatt hours,2003,2
TX,Texas,COM,commercial,7.34,6913.99555,cents per kilowatt-hour,million kilowatt hours,2003,2
TX,Texas,IND,industrial,5.24,7939.60115,cents per kilowatt-hour,million kilowatt hours,2003,2
TX,Texas,RES,residential,8.11,9175.43748,cents per kilowatt-hour,million kilowatt hours,2003,2
CA,California,COM,commercial,11.72,8548.95122,cents per kilowatt-hour,million kilowatt hours,2003,1
CA,California,IND,industrial,8.67,3859.69757,cents per kilowatt-hour,million kilowatt hours,2003,1
CA,California,RES,residential,12.81,7506.54459,cents per kilowatt-hour,million kilowatt hours,2003,1
CO,Colorado,COM,commercial,6.05,1526.14309,cents per kilowatt-hour,million kilowatt hours,2003,1
CO,Colorado,IND,industrial,4.57,887.78672,cents per kilowatt-hour,million kilowatt hours,2003,1
CO,Colorado,RES,residential,7.53,1362.76367,cents per kilowatt-hour,million kilowatt hours,2003,1
IL,Illinois,COM,commercial,6.6,4333.51398,cents per kilowatt-hour,million kilowatt hours,2003,1
IL,Illinois,IND,industrial,4.81,3495.27803,cents per kilowatt-hour,million kilowatt hours,2003,1
IL,Illinois,RES,residential,7.4,4453.7563,cents per kilowatt-hour,million kilowatt hours,2003,1
NY,New York,COM,commercial,11.01,6261.90121,cents per kilowatt-hour,million kilowatt hours,2003,1
NY,New York,IND,industrial,7.24,1804.97673,cents per kilowatt-hour,million kilowatt hours,2003,1
NY,New York,RES,residential,12.77,4432.82071,cents per kilowatt-hour,million kilowatt hours,2003,1
TX,Texas,COM,commercial,7.21,7473.52352,cents per kilowatt-hour,million kilowatt hours,2003,1
TX,Texas,IND,industrial,4.8,8385.82241,cents per kilowatt-hour,million kilowatt hours,2003,1
TX,Texas,RES,residential,7.71,9934.83037,cents per kilowatt-hour,million kilowatt hours,2003,1
CA,California,COM,commercial,12.35,8204.1641,cents per kilowatt-hour,million kilowatt hours,2002,12
CA,California,IND,industrial,9.25,4045.25936,cents per kilowatt-hour,million kilowatt hours,2002,12
CA,California,RES,residential,13.31,6267.74805,cents per kilowatt-hour,million kilowatt hours,2002,12
CO,Colorado,COM,commercial,5.38,1498.61999,cents per kilowatt-hour,million kilowatt hours,2002,12
CO,Colorado,IND,industrial,4.43,849.41948,cents per kilowatt-hour,million kilowatt hours,2002,12
CO,Colorado,RES,residential,7.14,1349.06561,cents per kilowatt-hour,million kilowatt hours,2002,12
IL,Illinois,COM,commercial,6.96,3545.98839,cents per kilowatt-hour,million kilowatt hours,2002,12
IL,Illinois,IND,industrial,4.63,3010.53875,cents per kilowatt-hour,million kilowatt hours,2002,12
IL,Illinois,RES,residential,7.46,4004.95617,cents per kilowatt-hour,million kilowatt hours,2002,12
NY,New York,COM,commercial,11.83,5285.76262,cents per kilowatt-hour,million kilowatt hours,2002,12
NY,New York,IND,industrial,4.94,1999.45362,cents per kilowatt-hour,million kilowatt hours,2002,12
NY,New York,RES,residential,13.19,3999.72226,cents per kilowatt-hour,million kilowatt hours,2002,12
TX,Texas,COM,commercial,7.03,6394.68427,cents per kilowatt-hour,million kilowatt hours,2002,12
TX,Texas,IND,industrial,4.41,7489.66779,cents per kilowatt-hour,million kilowatt hours,2002,12
TX,Texas,RES,residential,8.07,8129.12021,cents per kilowatt-hour,million kilowatt hours,2002,12
CA,California,COM,commercial,13.15,7469.50441,cents per kilowatt-hour,million kilowatt hours,2002,11
CA,California,IND,industrial,9.91,3362.55169,cents per kilowatt-hour,million kilowatt hours,2002,11
CA,California,RES,residential,12.55,5557.7235,cents per kilowatt-hour,million kilowatt hours,2002,11
CO,Colorado,COM,commercial,5.85,1493.298,cents per kilowatt-hour,million kilowatt hours,2002,11
